index,longitude,latitude,range
646,120.6566136,-76.66084651,136.7754811
647,149.4333163,-88.90351914,35.21287137
648,122.3111139,-86.58659998,27.27925187
649,139.618091,-88.7829558,25.1366601
650,139.548586,-71.99950836,122.3708162
651,151.1457948,-89.78722279,126.8210004
652,158.831008,-71.6849753,36.87334076
653,130.491911,-80.79484263,105.5784977
654,140.7198123,-89.04515702,34.20257023
655,135.1168749,-83.1802829,74.50781216
656,170.4217318,-85.93887609,85.40689796
657,160.1375992,-79.95376006,102.3022367
658,120.5445926,-76.86089442,98.67049945
659,131.3364808,-74.63744172,111.7245513
660,121.1434535,-79.87518721,42.50081789
661,122.4831835,-72.49995351,51.97711324
662,129.2841796,-77.46069467,33.5665504
663,155.3415005,-82.0334303,97.01266557
664,153.4597986,-79.29420171,15.64322521
665,126.9005525,-72.7440565,47.81035798
666,121.6903034,-85.09708597,94.40731859
667,145.5697713,-84.81939248,41.00854757
668,167.6092105,-87.48744548,138.9586848
669,155.1692206,-76.18714334,101.523412
670,148.1884331,-85.99290904,54.74397784
671,135.6500392,-88.49127959,88.76652469
672,146.3977565,-89.66497361,114.4852667
673,135.170869,-75.34550228,96.54854607
674,154.0090702,-75.01089047,93.36205921
675,136.9015325,-76.46881481,65.18956122
676,147.2523928,-86.21079362,57.9126214
677,165.1732259,-71.95246436,130.5867606
678,172.8243485,-84.25017675,130.964606
679,122.5805137,-71.39876107,149.427482
680,141.5026344,-70.51676794,31.79807072
681,164.5880866,-83.10584311,33.78873805
682,155.1942851,-71.47653647,66.47788339
683,127.0954926,-75.68614135,73.12106957
684,138.1697651,-88.03210995,55.70638087
685,142.6283742,-84.81452325,98.51813408
686,123.3301098,-70.54589043,142.4433194
687,137.795623,-81.25860903,103.5514498
688,165.8393893,-88.99995389,91.78926876
689,152.7251463,-74.17482434,102.0670698
690,143.5141266,-78.7638412,173.8993014
691,130.8506897,-77.81513812,47.17423664
692,126.5064421,-72.59845006,106.3036932
693,177.3974049,-84.25350061,93.1158561
694,132.4986513,-79.1101587,104.8305962
695,126.0784873,-71.28125253,52.6340802
696,132.7162914,-77.59567199,49.65024672
697,125.9659054,-77.60670458,78.73136322
698,121.5482835,-87.80381451,15.10104713
699,162.9176507,-73.79930191,52.41571283
700,156.0386733,-79.78842687,51.36047997
701,120.8074314,-74.66131969,43.65942469
702,154.0502978,-72.23371502,137.2208295
703,168.646086,-86.02917687,16.82486835
704,126.9669702,-89.64373396,89.32800813
705,132.8164876,-75.26861698,83.83465783
706,148.5460775,-76.08117369,67.69683846
707,155.8651625,-76.20405164,93.87962889
708,137.4849066,-75.02498224,97.22852207
709,129.0777475,-86.71106275,106.726685
710,157.9411071,-85.50300493,110.3365864
711,145.5357782,-78.90055232,69.6831522
712,160.9576016,-72.97232506,86.91874606
713,151.6356647,-79.36534653,107.8531606
714,127.0531202,-87.64190316,136.1124558
715,153.8103573,-80.68772,92.39251987
716,150.0852226,-85.93374094,51.86126387
717,171.5702993,-86.42609644,88.63751162
718,136.5657993,-85.41929051,65.85021551
719,170.7317424,-86.41671114,140.9809395
720,150.9049119,-84.20133774,55.5589267
721,126.0185524,-88.93260162,83.13867216
722,156.3034892,-88.8622747,69.66573325
723,179.1293342,-85.47122506,66.06987666
724,136.2165697,-81.59207874,63.55850233
725,179.3393329,-85.10868445,142.9165878
726,148.9670549,-77.08673873,38.98676241
727,133.9418994,-74.356751,92.75448452
728,143.2507555,-71.63678786,46.97473928
729,142.6631927,-82.12790213,111.8911455
730,165.2334327,-83.57671838,77.31957724
731,161.0407075,-74.55414322,17.98901919
732,141.5116544,-87.77774484,88.43173172
733,167.5268257,-84.87251675,66.13699808
734,134.9310002,-81.63297593,121.9332288
735,159.6032258,-82.98340604,92.76174287
736,154.2542014,-89.76691925,65.73221801
737,148.2062685,-87.03230977,39.29475176
738,152.7132512,-75.45583328,78.76512141
739,135.8985864,-78.4993991,42.61110803
740,133.8159385,-76.0776951,93.57367352
741,163.3306091,-85.02132366,41.35742386
742,138.5416576,-84.37154376,61.68521647
743,135.6736723,-88.39655051,75.51928632
744,157.6124846,-75.07192114,118.5780191
745,127.7214862,-75.39511554,83.69325054
746,165.3207162,-88.06353785,71.98949991
747,167.931695,-87.9553634,78.29364661
748,130.9150773,-75.08006409,75.25932703
749,144.915657,-71.92296361,17.4162985
750,140.3972401,-84.08510992,98.94238884
751,145.9704907,-85.90661089,66.83639468
752,130.6143443,-81.31634634,30.90868322
753,155.9431258,-79.90733806,30.7008178
754,165.2525602,-71.67636771,71.66359884
755,168.632061,-85.04651096,131.7496959
756,147.4712265,-82.84040178,68.46885017
757,131.7143251,-70.89216673,42.99306145
758,125.4252971,-88.4354057,92.56072827
759,176.9674122,-84.76163204,22.0984167
760,137.671772,-76.23714962,45.83437714
761,131.7771014,-82.45504594,89.5179277
762,124.4318454,-77.76910159,56.82830104
763,144.6211497,-85.4820544,88.31441816
764,160.0207891,-85.38691879,123.0338733
765,179.0872231,-88.08964582,107.085122
766,121.7513466,-86.22745302,61.5563135
767,164.3534149,-73.32636572,62.5602893
768,126.840177,-83.03567691,76.76980004
769,140.2358029,-83.88493499,75.37817676
770,122.8255631,-85.78572335,39.42459236
771,159.2016981,-87.35958463,63.60510494
772,129.3704318,-76.04764927,73.3043443
773,129.800354,-85.49269839,57.50334154
774,124.4812922,-77.23555574,17.96565844
775,135.3014941,-75.89175679,85.94573977
776,151.1230452,-87.23278769,34.27540299
777,131.0938776,-89.03378671,143.7427836
778,122.0559244,-86.64062239,99.64445935
779,161.5884631,-83.84571697,116.1159087
780,144.1808225,-74.87072245,157.1448232
781,127.6683341,-79.1345736,119.1547906
782,141.3689556,-82.24814284,50.82450926
783,149.6798164,-78.67659517,42.74590341
784,157.1937454,-87.27303392,82.06092182
785,155.7527897,-79.99522431,37.19316415
786,120.9687363,-83.98440685,80.18236912
787,153.1965489,-73.54812956,97.54717649
788,135.813027,-89.08577779,49.12349466
789,160.7172969,-89.88413806,86.66238915
790,179.239099,-87.15214313,89.1691865
791,146.9111231,-86.9030347,113.6519434
792,147.7586627,-77.40934307,11.28647593
793,178.1011847,-85.32770377,84.63774968
794,150.0930117,-84.92296248,42.72734629
795,128.0000624,-74.12567807,30.95617843
796,120.1079785,-84.3810154,69.36305785
797,123.2559094,-89.65919245,100.6699936
798,153.6470526,-75.03090066,102.2453777
799,152.3075199,-75.67816427,79.72802914
800,147.6638885,-86.82077561,76.01961048
801,160.125609,-85.70910613,74.52998308
802,158.2272704,-74.2633785,51.91610488
803,146.8664684,-77.83207912,60.22957785
804,133.4031986,-72.64981432,68.26248582
805,157.6856977,-79.59185658,144.2089178
806,151.6364711,-78.22110857,110.7980497
807,157.3971561,-77.81169296,40.61990498
808,161.0377602,-75.45760908,131.8605977
809,133.7835329,-73.94426881,87.60775088
810,167.3899447,-87.76634992,22.39381035
811,146.855746,-77.26651512,119.666033
812,123.282416,-72.42909504,86.68271891
813,135.9683335,-84.07365802,89.30508985
814,148.3596381,-74.17997067,41.64131738
815,169.6345949,-88.62954115,77.78891601
816,128.3900011,-79.97756009,112.8514563
817,157.0353485,-71.00547678,65.0814687
818,141.2482428,-78.55029261,87.32350884
819,159.0020949,-84.36495012,81.01366554
820,176.5451679,-85.5796391,131.3755299
821,120.7940659,-78.43952416,55.94358325
822,158.029739,-78.00914754,88.96129054
823,135.0245656,-73.57851993,86.17449933
824,126.9945678,-89.19148474,89.52534357
825,135.292076,-80.48262934,60.27247337
826,171.4268413,-85.70132796,52.82986268
827,121.9012659,-85.53042558,47.76824497
828,138.1097774,-88.47389951,121.6372204
829,129.4290645,-87.33272375,106.2252684
830,128.8461639,-77.37644826,92.40805428
831,143.3769031,-75.28430508,120.6260604
832,158.8082612,-87.33339056,100.9465689
833,146.9890891,-81.59170176,87.1635873
834,151.7478423,-72.99196882,77.23400858
835,137.2709234,-79.31538436,150.4434775
836,142.6999782,-72.16757882,23.58682034
837,134.6727439,-83.74138032,71.66718686
838,148.5435434,-83.38230017,117.058453
839,165.9571411,-72.95369807,44.96671557
840,151.4398842,-83.51043419,91.64886386
841,159.0770393,-81.45274699,11.05260086
842,156.5351142,-76.44179961,52.42417483
843,156.8304606,-70.22760509,165.0660759
844,136.2269053,-80.49601127,113.9586673
845,136.4870043,-72.46081283,82.39296647
846,171.9823064,-88.99001313,41.82325099
847,161.3174939,-71.38769072,110.0348227
848,138.888142,-80.5463199,76.18123209
849,122.1950431,-85.23098713,74.10082891
850,129.6111211,-77.05907959,72.66109169
851,128.1524822,-80.24015721,37.9555789
852,157.022086,-74.68856076,70.6444415
853,168.2260055,-77.66886484,10.74282963
854,163.4320905,-84.6945869,115.3440907
855,162.1005522,-87.68982437,68.55486849
856,150.3796231,-72.98923483,32.55766663
857,146.8154534,-84.20444539,42.94564466
858,156.7547589,-86.89435023,67.77619877
859,134.099753,-84.93693311,69.27040018
860,142.046477,-81.40997896,85.37438108
861,169.1503944,-84.44128726,95.08548719
862,152.8599094,-84.8147718,126.0279208
863,135.1160642,-82.36885514,55.16158398
864,121.3187273,-75.72596799,93.94853378
865,120.5502033,-83.13165656,94.04541948
866,136.0301434,-70.25316695,85.53863257
867,157.0910138,-87.91821788,132.2880668
868,176.723018,-85.37085513,42.87239907
869,179.9857592,-86.34239085,75.46353026
870,164.5845381,-85.21272768,49.60683939
871,174.480296,-86.60899711,121.9627706
872,127.6510734,-72.10153856,88.27319189
873,164.2797621,-89.81129438,93.12910796
874,170.9001641,-88.98900607,39.72538368
875,150.9327019,-89.37096144,56.4387536
876,165.1945482,-84.50763725,108.6180679
877,146.7105806,-70.2988289,96.51006703
878,165.1561975,-87.74767561,89.15030898
879,170.1468302,-87.4142916,60.4355199
880,126.6644512,-84.72732776,94.41174606
881,121.7839428,-77.73728214,84.04802725
882,130.7638552,-71.06822545,91.09542565
883,135.9269698,-81.33560956,62.32850371
884,140.7883247,-82.1168779,21.78942437
885,174.2098366,-88.74078834,72.334925
886,144.6558782,-89.84800383,101.7142067
887,141.4889465,-83.66490687,105.6302764
888,143.7769273,-78.73215432,24.52655021
889,121.6211968,-74.48697254,45.57574003
890,139.7526265,-79.92201952,75.11062067
891,154.4088799,-87.09974302,70.06826449
892,172.1032231,-86.77874391,60.57432407
893,165.2614986,-71.9537879,48.8601276
894,123.4657267,-73.6407533,59.25700402
895,152.9546774,-77.51415149,81.70050095
896,152.3652948,-75.04340857,70.11110616
897,170.496804,-89.48095666,100.8799563
898,148.2374352,-89.33242458,96.01708109
899,136.6973209,-72.83451527,83.65509366
900,127.6440037,-81.15591855,98.31466685
901,136.6145757,-74.35835628,50.767563
902,128.4325758,-79.82949764,16.27644793
903,156.4110045,-79.71547749,123.228442
904,147.9372178,-77.17509041,50.76041687
905,121.1370792,-87.44571883,127.7217002
906,134.2094043,-74.94646757,101.0165
907,132.2343358,-79.7334392,39.36120182
908,125.6892706,-80.83653532,99.60739895
909,161.480135,-83.87879168,33.27097547
910,125.6922536,-79.00276869,94.55059978
911,134.2387667,-83.18815768,111.4097266
912,127.3257558,-88.54552803,116.3670822
913,137.863291,-71.87880607,53.16679746
914,169.5981252,-85.857332,128.7435081
915,124.5883296,-77.58572794,129.932441
916,134.4936716,-77.99158135,56.67241353
917,126.8531195,-80.55606785,39.31380793
918,159.5562953,-77.95274566,67.91498612
919,139.5789194,-76.88684747,57.1094827
920,138.4588009,-73.59816733,99.62759847
921,159.2246543,-80.52025431,142.3393324
922,122.0755393,-78.5950275,82.39940877
923,129.365311,-76.215271,61.73620253
924,149.3010821,-84.97620215,71.67720589
925,141.0506995,-88.77985934,83.82993938
926,135.4347001,-74.70723751,112.0379245
927,133.5529204,-76.30049079,63.05106649
928,136.4044029,-78.8237361,31.61094132
929,167.225914,-71.17768611,26.99281115
930,130.9797431,-81.15868609,82.16287022
931,155.7521539,-88.8635458,106.5618538
932,147.5783459,-70.05075206,68.45290381
933,139.8889498,-79.75461841,44.31045936
934,145.1498353,-78.92733078,19.39360336
935,121.4725755,-81.87105883,127.7290123
936,127.2555596,-80.4663831,70.20937026
937,139.4509123,-76.42426747,93.60114533
938,175.6222159,-84.79451275,64.33758829
939,175.3447831,-88.94015835,90.47993284
940,134.2457304,-87.02202739,120.1119291
941,126.6779296,-72.14417192,45.59661066
942,131.6692179,-85.89209697,31.10848367
943,163.2413524,-78.77013077,94.89078162
944,124.6994146,-84.38941711,78.23639414
945,152.02447,-75.26163679,27.39360513
946,149.9927046,-87.89589151,81.45308663
947,169.135842,-87.21830488,66.59050699
948,148.9767028,-81.0128613,50.12009381
949,149.9001605,-87.22596659,52.03504042
950,129.8361197,-76.02821579,87.77340697
951,135.7715751,-84.93043765,79.15025195
952,144.3382007,-84.41337229,46.98948946
953,164.5439161,-71.80212567,93.62812467
954,125.8004899,-81.46065698,14.56096363
955,156.3070338,-74.57751703,60.21828817
956,161.2388495,-75.70639868,109.4294084
957,168.504958,-88.24085853,40.75630631
958,161.3850222,-77.12614094,70.15781689
959,178.2740443,-89.87889611,33.46051396
960,152.0015307,-75.90516292,78.65481631
961,124.675628,-82.31494984,117.4488409
962,162.9565108,-89.55482601,85.13511619
963,131.1793525,-80.06279318,139.3094352
964,123.5024418,-84.08565094,140.9163354
965,124.9100138,-74.26483434,129.3661126
966,124.4885693,-81.16656685,80.61989749
967,-67.35211605,-69.41996427,87.70515529
968,-64.67424587,-69.40112071,99.52312276
969,-61.72215329,-64.86974283,102.5870034
970,-60.20511973,-64.18120762,15.95959229
971,-63.560724,-68.83734111,32.03437941
972,-63.58781267,-65.65069014,64.12872067
973,-60.6773044,-64.0680609,65.95708878
974,-63.54532589,-65.37712138,132.5006318
975,-68.71749331,-67.67320423,50.14768488
976,-65.64168987,-67.80768522,34.7900603
977,-66.35807522,-67.92631434,76.28717281
978,-63.57955719,-65.74456262,99.48708971
979,-61.97217975,-69.31592465,87.38384553
980,-66.41297046,-68.27808843,70.65221779
981,-70.48144139,-69.80334759,64.81874318
982,-63.61963841,-65.78628168,88.87731595
983,-61.21050918,-64.83963918,111.2438969
984,-65.71382784,-68.86827607,143.4624029
985,-62.96560341,-69.34959053,90.69245772
986,-65.91107408,-68.02519808,95.30769177
987,-62.21622028,-65.75948639,89.39520969
988,-64.75794789,-66.72236087,107.0456737
989,-60.5752151,-64.25429815,82.70201467
990,-64.67080307,-69.65205414,83.87885833
991,-71.90782003,-69.23409719,107.8879883
992,-70.17656926,-68.9302687,28.9048183
993,-65.14632017,-66.18097795,68.32619271
994,-65.7092201,-69.39077893,116.3898404
995,-63.60689614,-65.32969303,59.97711869
996,-65.6986021,-67.58417891,73.37506273
997,-61.24374261,-69.96291282,123.6847607
998,-66.57955213,-69.64729453,64.9300649
999,-71.0781621,-69.93620791,25.04448612
1000,-65.51415672,-67.06313464,60.32220518
1001,-67.52043102,-69.86530903,137.7431242
1002,-65.15301543,-66.14173839,52.76473548
1003,-65.38505647,-66.21870307,55.15207177
1004,-62.17777328,-64.1899026,81.3638073
1005,-65.80364924,-65.59198492,50.92823001
1006,-60.33793562,-63.98841778,94.06921022
1007,-69.33154477,-69.82459839,69.15249004
1008,-68.15862966,-69.89659447,114.5687938
1009,-66.29556621,-67.14388499,61.47686145
1010,-63.71437432,-66.02023968,105.0237125
1011,-62.60815353,-65.01365364,111.619727
1012,-66.12729352,-66.69958414,97.9047181
1013,-62.50587965,-69.98945314,117.2020175
1014,-70.69751409,-69.41209604,45.1963575
1015,-66.90241541,-67.36754961,64.27446317
1016,-63.78063571,-66.00711443,60.63976265
1017,-65.87202682,-69.02378895,110.0492088
1018,-70.66273365,-69.05316625,88.72033914
1019,-61.19609787,-66.06305825,153.0218372
1020,-161.6938167,-79.38926245,16.34998845
1021,-161.8226506,-79.63701172,73.878679
1022,-152.3365302,-78.18077836,115.3798181
1023,-153.4446947,-78.92529061,100.8652722
1024,-153.0899035,-78.24481608,111.4067987
1025,-152.1336827,-78.66978017,117.1588713
1026,-156.9785526,-77.97971094,93.25724913
1027,-151.7333795,-78.31521221,78.75593968
1028,-153.9465356,-78.17574984,50.68760456
1029,-153.8477623,-78.95230165,40.92513869
1030,-152.4576904,-77.61924017,127.6821845
1031,-155.9426492,-77.32460311,24.18717271
1032,-155.246936,-77.6144114,28.40104471
1033,-161.8216706,-78.99350622,138.1672632
1034,-153.533989,-78.87131882,72.79070677
1035,-154.0025652,-77.65254913,126.6691468
1036,-156.7274942,-78.01558296,63.63029778
1037,-159.8352287,-79.70436382,71.56536477
1038,-151.4739561,-77.78693909,99.32163237
1039,-150.2423298,-78.38511439,52.55432759
1040,-162.8370707,-79.16246779,108.0396677
1041,-151.7503727,-77.59944646,116.2620602
1042,-161.6488312,-79.3666126,108.8488179
1043,-153.9453621,-79.00584739,144.9327307
1044,-154.2421047,-77.67509548,81.68693154
1045,-150.429464,-78.58068403,115.6439828
1046,-151.6774227,-79.24131304,27.92601203
1047,-154.8995961,-77.86100193,32.95019479
1048,-152.7466491,-78.88679627,93.39511166
1049,-154.8704674,-78.08363399,138.811019
1050,-152.1087822,-78.68801033,97.72331852
1051,-155.8776654,-78.71813493,69.23192839
1052,-130.4212302,-75.85288645,71.62508245
1053,-143.4861003,-78.23907139,96.30765099
1054,-129.6775575,-76.01298138,163.8541408
1055,-122.5101298,-76.26551403,40.24924888
1056,-136.9554391,-76.46561431,67.40908864
1057,-123.2214756,-78.08956958,131.8504918
1058,-138.3151832,-75.98903208,100.1293276
1059,-123.8637068,-76.18444559,99.93925413
1060,-122.1589819,-75.85442761,66.89145906
1061,-145.7098893,-77.54080873,85.4358437
1062,-30.8853568,-76.97474955,99.25979179
1063,-31.06418529,-79.88292541,71.03982164
1064,-47.94620463,-78.58243043,113.3815317
1065,-46.25354191,-79.37850338,61.31737525
1066,-32.28004914,-79.03874987,46.84012495
1067,-48.52883952,-79.10884652,39.61630421
1068,-32.72170397,-78.39235835,103.1465863
1069,-49.5880973,-79.49849904,131.6524968
1070,-49.62256701,-78.7652235,39.77667921
1071,-48.24677744,-79.70283468,37.1307197
